product_id,name,category,price,stock_quantity
105,Especially,Sports,24.5,143
106,Describe,Books,299.92,474
107,Idea,Books,889.88,260
108,Pay,Home & Kitchen,332.36,824
109,Better,Books,67.67,797
110,Education,Toys,646.04,128
111,Travel,Clothing,456.72,499
112,Eight,Electronics,745.88,858
113,Which,Toys,183.93,722
114,Central,Sports,564.32,659
115,From,Toys,739.24,852
116,Small,Sports,533.98,130
117,Administration,Clothing,504.72,255
118,Everyone,Toys,799.84,783
119,Plant,Clothing,253.84,606
120,Blood,Home & Kitchen,419.97,161
121,Player,Clothing,701.48,629
122,Measure,Books,193.99,732
123,Staff,Electronics,615.64,643
124,Read,Sports,914.93,76
125,Effort,Clothing,624.97,814
126,During,Home & Kitchen,107.26,361
127,Know,Electronics,683.04,489
128,Once,Sports,615.81,658
129,Better,Toys,364.01,419
130,Seat,Home & Kitchen,118.16,992
131,Mean,Toys,434.18,362
132,City,Books,192.26,889
133,Enter,Toys,711.36,869
134,Method,Clothing,192.33,785
135,Part,Toys,357.74,632
136,Key,Books,681.11,561
137,Near,Books,901.94,369
138,Protect,Home & Kitchen,587.6,664
139,Moment,Sports,976.88,683
140,Out,Home & Kitchen,293.07,198
141,Usually,Toys,701.32,480
142,Now,Sports,609.81,815
143,Good,Books,809.04,633
144,Understand,Clothing,52.77,914
145,Age,Sports,513.44,343
146,Say,Books,689.64,947
147,Fine,Electronics,546.04,216
148,Watch,Books,814.7,464
149,Training,Home & Kitchen,316.56,481
150,Us,Home & Kitchen,612.4,753
151,Scientist,Toys,305.47,652
152,Yet,Electronics,429.75,380
153,Unit,Toys,915.37,384
154,List,Electronics,741.21,961
155,Require,Home & Kitchen,376.33,146
156,Parent,Clothing,564.25,545
157,Also,Sports,571.28,435
158,Mission,Toys,402.98,498
159,Get,Electronics,748.24,276
160,Artist,Toys,982.31,30
161,Behind,Clothing,434.83,192
162,Sign,Books,931.41,428
163,Increase,Clothing,838.9,1
164,Against,Electronics,364.14,259
165,Wrong,Books,845.29,818
166,Turn,Toys,389.6,566
167,News,Home & Kitchen,652.2,723
168,Race,Clothing,327.83,170
169,Authority,Sports,888.42,169
170,Through,Toys,793.51,189
171,Not,Home & Kitchen,442.94,584
172,Physical,Home & Kitchen,338.25,634
173,Tax,Home & Kitchen,776.56,51
174,Point,Home & Kitchen,383.99,626
175,Now,Home & Kitchen,834.11,81
176,Guess,Toys,919.75,837
177,Response,Clothing,235.02,486
178,How,Sports,151.28,994
179,Very,Clothing,74.43,535
180,Kind,Sports,428.84,96
181,Forward,Electronics,491.66,594
182,Play,Books,170.33,582
183,Decision,Toys,632.94,921
184,Suggest,Home & Kitchen,577.55,384
185,Defense,Toys,666.3,256
186,Break,Electronics,807.82,531
187,Get,Toys,260.48,236
188,Order,Clothing,654.33,743
189,Little,Toys,530.54,115
190,Unit,Toys,660.18,645
191,Give,Toys,420.41,562
192,From,Electronics,948.73,505
193,Perhaps,Electronics,637.77,990
194,Able,Electronics,90.33,841
195,Feeling,Toys,11.0,413
196,Pattern,Clothing,685.97,907
197,Present,Toys,738.02,778
198,Agent,Books,965.02,579
199,Class,Sports,680.14,336
200,Open,Home & Kitchen,836.7,406
201,Race,Books,543.87,183
202,Morning,Toys,777.65,197
203,Continue,Books,439.23,423
204,Seem,Books,70.32,326
205,Democrat,Electronics,106.39,502
206,Require,Electronics,231.96,284
207,End,Books,204.28,67
208,Once,Books,262.68,812
209,Official,Sports,580.08,260
210,Pm,Electronics,701.04,355
211,Challenge,Electronics,629.76,474
212,Pattern,Sports,927.9,987
213,Program,Toys,507.35,269
214,Cost,Books,509.01,256
215,Politics,Toys,589.52,181
216,Act,Electronics,842.28,181
217,News,Home & Kitchen,846.76,14
218,Our,Home & Kitchen,341.13,25
219,From,Books,109.74,114
220,Plan,Toys,189.66,984
221,Per,Sports,790.55,860
222,Stuff,Books,316.49,262
223,Assume,Toys,766.65,934
224,Hair,Clothing,922.98,965
225,Affect,Books,173.84,531
226,Country,Home & Kitchen,648.94,784
227,Manage,Home & Kitchen,33.26,670
228,Type,Sports,276.03,970
229,With,Sports,133.63,104
230,Until,Electronics,222.92,5
231,Place,Home & Kitchen,280.97,612
232,Then,Toys,303.2,908
233,Research,Home & Kitchen,723.91,285
234,Agency,Books,983.6,441
235,Full,Toys,883.32,875
236,Prevent,Sports,963.7,328
237,Change,Sports,142.18,83
238,Safe,Toys,488.56,68
239,Light,Books,530.98,615
240,Something,Books,410.33,661
241,Star,Books,894.79,60
242,Personal,Toys,649.92,46
243,Never,Books,31.49,14
244,Myself,Sports,985.21,784
245,Majority,Clothing,203.46,387
246,Night,Sports,151.8,383
247,Social,Sports,948.14,277
248,Country,Home & Kitchen,253.28,577
249,Report,Sports,484.89,742
250,Son,Books,345.37,813
251,Plant,Sports,658.3,649
252,Become,Home & Kitchen,619.28,347
253,All,Home & Kitchen,261.96,729
254,Rich,Toys,21.04,219
255,Community,Sports,707.34,205
256,Stand,Electronics,85.26,685
257,Card,Sports,975.33,356
258,Anything,Home & Kitchen,314.9,338
259,Number,Sports,676.77,384
260,Friend,Sports,957.84,839
261,Throw,Books,813.68,387
262,Smile,Toys,290.41,324
263,Example,Home & Kitchen,289.48,594
264,Too,Toys,872.33,35
265,Listen,Home & Kitchen,790.1,731
266,Relationship,Sports,819.17,639
267,Evidence,Home & Kitchen,188.72,821
268,Against,Clothing,528.68,915
269,Question,Sports,989.32,149
270,Hour,Clothing,698.65,729
271,It,Home & Kitchen,236.29,984
272,Will,Books,813.1,136
273,Management,Sports,958.03,726
274,Listen,Electronics,997.89,998
275,From,Electronics,999.89,865
276,Keep,Clothing,295.86,609
277,Take,Clothing,448.66,164
278,Company,Clothing,770.74,445
279,More,Home & Kitchen,422.17,728
280,Technology,Electronics,608.98,490
281,One,Toys,523.89,895
282,Actually,Toys,984.75,172
283,Usually,Electronics,907.18,434
284,Apply,Toys,960.71,852
285,Field,Books,326.9,585
286,Edge,Sports,403.1,739
287,Dream,Sports,769.2,312
288,Maybe,Sports,648.21,711
289,Force,Books,40.16,81
290,Level,Sports,330.92,132
291,Amount,Electronics,519.99,912
292,Here,Sports,651.91,707
293,Positive,Books,941.83,547
294,Stock,Clothing,182.19,937
295,Peace,Sports,777.19,189
296,Drop,Toys,874.14,198
297,Various,Books,291.67,430
298,Career,Toys,137.47,404
299,Key,Home & Kitchen,790.98,389
300,Trip,Electronics,847.78,109
301,Design,Toys,810.96,601
302,Go,Toys,644.44,575
303,Allow,Electronics,460.92,156
304,Ok,Clothing,958.79,564
305,Bit,Books,934.59,408
306,Give,Toys,393.1,515
307,Soldier,Sports,881.22,440
308,Newspaper,Toys,753.66,893
309,Picture,Books,831.96,489
310,Majority,Electronics,720.57,564
311,All,Home & Kitchen,463.82,504
312,Truth,Electronics,827.77,382
313,Mrs,Books,990.17,893
314,Risk,Electronics,569.5,302
315,Force,Sports,238.45,281
316,Power,Electronics,616.74,539
317,Include,Clothing,111.96,811
318,Five,Sports,849.32,227
319,Authority,Sports,412.44,15
320,Wife,Toys,404.92,286
321,Relationship,Electronics,765.19,698
322,Head,Books,487.05,694
323,Resource,Clothing,155.83,661
324,Pass,Books,348.46,994
325,Eat,Toys,853.26,205
326,Old,Electronics,528.43,855
327,Around,Sports,222.07,454
328,Heart,Toys,690.85,290
329,No,Sports,968.35,582
330,Interest,Electronics,137.65,341
331,List,Sports,985.61,205
332,Ability,Books,663.3,390
333,Through,Home & Kitchen,461.73,811
334,Allow,Electronics,90.14,577
335,Station,Books,548.27,336
336,Which,Sports,774.03,321
337,Newspaper,Clothing,591.74,367
338,Point,Electronics,455.46,818
339,Strong,Clothing,397.15,613
340,Rule,Books,313.28,978
341,Along,Toys,60.38,784
342,Try,Clothing,150.55,653
343,Operation,Clothing,272.16,275
344,Each,Sports,440.93,232
345,Former,Sports,430.62,813
346,Institution,Sports,539.86,6
347,Relationship,Toys,256.47,239
348,Maintain,Sports,981.5,887
349,Bad,Home & Kitchen,966.12,461
350,Set,Home & Kitchen,131.2,936
351,Experience,Sports,714.97,759
352,Until,Clothing,821.82,804
353,Me,Sports,371.31,998
354,Business,Clothing,145.27,441
355,Buy,Clothing,424.08,439
356,Respond,Clothing,498.31,802
357,Campaign,Electronics,591.26,689
358,Teach,Clothing,201.11,771
359,Occur,Books,621.58,842
360,Lay,Sports,29.21,31
361,Artist,Electronics,864.88,162
362,Perhaps,Sports,868.09,783
363,Improve,Electronics,649.91,722
364,Paper,Toys,997.69,486
365,Almost,Toys,147.49,739
366,Me,Sports,160.28,798
367,Send,Electronics,468.19,767
368,Per,Books,707.61,787
369,Difficult,Clothing,269.52,429
370,Look,Clothing,867.34,745
371,Throw,Electronics,329.36,704
372,Pretty,Toys,846.06,762
373,Try,Sports,127.68,83
374,Hotel,Home & Kitchen,237.91,487
375,Likely,Clothing,158.12,812
376,Amount,Home & Kitchen,684.97,87
377,Central,Home & Kitchen,933.37,41
378,Health,Sports,410.5,148
379,Civil,Clothing,651.62,124
380,Part,Toys,849.0,148
381,Actually,Sports,95.86,995
382,On,Electronics,658.59,858
383,Animal,Sports,346.55,330
384,Already,Clothing,317.41,284
385,Work,Toys,560.14,110
386,Across,Home & Kitchen,836.05,950
387,From,Electronics,912.47,743
388,Television,Books,666.2,728
389,Simply,Books,635.16,986
390,Charge,Toys,987.19,205
391,Ability,Home & Kitchen,34.57,253
392,Lot,Clothing,450.11,602
393,Important,Toys,350.5,207
394,Move,Books,389.74,951
395,National,Books,758.84,624
396,Score,Toys,382.11,779
397,Actually,Toys,776.72,89
398,Picture,Toys,22.39,868
399,Camera,Toys,480.8,900
400,Head,Clothing,60.83,196
401,Head,Electronics,595.85,995
402,Experience,Toys,366.28,348
403,Approach,Electronics,629.12,261
404,Concern,Electronics,516.51,259
405,Admit,Books,512.25,95
406,Seek,Books,833.37,380
407,Least,Home & Kitchen,524.79,291
408,Model,Sports,711.07,746
409,Dark,Books,884.47,454
410,Their,Electronics,650.01,811
411,Resource,Books,567.02,5
412,Figure,Toys,703.69,991
413,Six,Home & Kitchen,411.4,772
414,Director,Electronics,316.18,636
415,Continue,Toys,234.25,658
416,Fund,Clothing,409.85,265
417,Open,Books,460.96,191
418,Serve,Electronics,370.02,788
419,Blood,Clothing,829.15,96
420,Foreign,Toys,691.29,467
421,Case,Books,926.95,487
422,Feeling,Clothing,324.59,110
423,Business,Home & Kitchen,160.29,901
424,Area,Clothing,530.38,818
425,Want,Electronics,652.26,814
426,Quite,Sports,97.25,296
427,Local,Home & Kitchen,225.44,748
428,Leg,Electronics,819.67,35
429,Media,Books,244.68,948
430,Conference,Electronics,720.85,771
431,Station,Electronics,255.35,96
432,Explain,Toys,284.87,310
433,So,Home & Kitchen,529.57,472
434,Office,Clothing,741.3,64
435,Week,Clothing,664.66,761
436,Short,Electronics,582.2,870
437,Air,Electronics,357.4,850
438,Area,Electronics,111.36,335
439,Water,Books,256.71,498
440,Tree,Home & Kitchen,298.29,748
441,Fight,Electronics,913.59,247
442,Simple,Electronics,61.11,908
443,Example,Home & Kitchen,815.25,763
444,All,Home & Kitchen,856.35,329
445,Personal,Toys,266.67,794
446,Fear,Toys,836.11,931
447,Require,Electronics,431.57,384
448,Program,Sports,280.61,674
449,Factor,Sports,952.34,271
450,Pass,Sports,645.85,555
451,My,Books,122.65,561
452,Week,Sports,103.99,412
453,Parent,Clothing,559.82,62
454,Term,Sports,344.82,63
455,Even,Home & Kitchen,392.18,532
456,Story,Toys,464.3,682
457,Fill,Home & Kitchen,940.02,10
458,Young,Toys,169.79,999
459,Safe,Electronics,966.22,793
460,Account,Home & Kitchen,229.98,324
461,Newspaper,Home & Kitchen,325.04,947
462,Offer,Toys,871.7,18
463,So,Toys,428.79,845
464,Business,Electronics,25.96,357
465,Challenge,Home & Kitchen,168.99,628
466,Town,Electronics,632.62,721
467,Seek,Home & Kitchen,396.23,12
468,To,Sports,823.62,612
469,Measure,Books,139.05,948
470,Whom,Books,472.16,443
471,Sure,Electronics,204.3,21
472,Face,Home & Kitchen,58.22,523
473,Figure,Books,638.24,266
474,Television,Electronics,87.57,225
475,Record,Clothing,238.91,476
476,Section,Toys,207.68,535
477,Prepare,Sports,285.93,290
478,Without,Clothing,451.48,665
479,Those,Electronics,456.01,895
480,Try,Sports,137.06,214
481,Government,Clothing,199.4,6
482,System,Books,124.13,726
483,Matter,Sports,625.26,915
484,Now,Home & Kitchen,508.29,666
485,Various,Sports,240.95,908
486,Instead,Sports,454.28,914
487,Agree,Clothing,373.82,812
488,Per,Home & Kitchen,722.58,583
489,Leader,Toys,901.45,843
490,Environmental,Books,694.13,642
491,Theory,Books,105.69,826
492,Owner,Home & Kitchen,176.07,474
493,Treat,Books,499.13,108
494,With,Sports,801.31,63
495,War,Books,136.48,916
496,Walk,Home & Kitchen,326.65,881
497,Figure,Home & Kitchen,868.96,813
498,Because,Electronics,606.16,221
499,Party,Home & Kitchen,890.17,65
500,Short,Books,35.97,280
501,Factor,Sports,467.67,72
502,Require,Sports,510.07,378
503,View,Clothing,162.88,761
504,Simple,Clothing,417.58,92
505,Simple,Clothing,777.53,697
506,Eye,Home & Kitchen,446.96,139
507,Become,Electronics,296.36,452
508,Yeah,Sports,344.07,140
509,Beyond,Clothing,785.96,887
510,Century,Home & Kitchen,816.02,499
511,Country,Clothing,731.25,906
512,Big,Books,808.5,66
513,Learn,Home & Kitchen,335.85,183
514,Law,Electronics,399.31,841
515,Its,Books,586.8,127
516,International,Electronics,601.52,730
517,Business,Sports,206.82,848
518,Debate,Books,298.22,867
519,Smile,Books,213.27,612
520,Deal,Electronics,972.93,622
521,Fund,Toys,604.1,27
522,Week,Clothing,182.22,990
523,Environment,Electronics,741.67,962
524,May,Sports,196.87,520
525,Enjoy,Books,905.04,596
526,So,Sports,504.85,238
527,Performance,Sports,796.0,225
528,Nor,Electronics,456.22,16
529,Page,Sports,941.47,288
530,Mouth,Books,622.14,569
531,Serve,Electronics,884.28,679
532,Radio,Sports,379.98,223
533,Democrat,Clothing,687.31,739
534,Practice,Electronics,121.8,433
535,Number,Books,583.9,842
536,Class,Sports,904.26,558
537,American,Sports,963.51,708
538,Bill,Electronics,160.46,796
539,That,Toys,986.23,328
540,Include,Electronics,295.57,436
541,Hear,Home & Kitchen,358.58,873
542,Character,Books,723.71,128
543,Avoid,Electronics,486.48,881
544,Something,Electronics,452.08,665
545,Radio,Clothing,609.06,518
546,Have,Home & Kitchen,667.4,388
547,I,Clothing,571.74,414
548,Line,Home & Kitchen,747.38,125
549,Hand,Home & Kitchen,933.44,735
550,Mr,Books,362.7,896
551,Kid,Clothing,790.1,453
552,During,Sports,713.86,714
553,Feel,Home & Kitchen,812.53,734
554,Soon,Home & Kitchen,999.01,805
555,Unit,Home & Kitchen,51.32,918
556,Sometimes,Home & Kitchen,474.32,595
557,Myself,Toys,797.67,536
558,Individual,Home & Kitchen,969.91,560
559,Usually,Sports,239.41,645
560,Suggest,Electronics,947.34,995
561,Give,Sports,312.23,870
562,High,Home & Kitchen,454.16,786
563,Continue,Home & Kitchen,349.15,196
564,Sea,Clothing,450.11,702
565,All,Toys,99.04,460
566,Drive,Books,240.86,686
567,Sister,Electronics,422.32,957
568,Who,Electronics,456.14,429
569,Soldier,Sports,10.19,421
570,Debate,Books,689.44,231
571,Common,Books,474.5,514
572,Teacher,Home & Kitchen,488.11,776
573,Better,Toys,733.75,330
574,Training,Electronics,891.52,154
575,Must,Electronics,843.98,121
576,Those,Clothing,659.71,826
577,Material,Home & Kitchen,231.37,375
578,Local,Electronics,211.0,561
579,Structure,Sports,278.41,374
580,Affect,Sports,753.71,568
581,Son,Clothing,320.07,667
582,Require,Books,413.89,348
583,Most,Home & Kitchen,345.55,79
584,Which,Home & Kitchen,519.25,649
585,Above,Sports,480.37,948
586,Rule,Home & Kitchen,636.41,764
587,Stage,Toys,483.45,188
588,Game,Toys,766.09,141
589,Economic,Home & Kitchen,282.37,546
590,Light,Clothing,677.97,713
591,Consumer,Electronics,692.08,730
592,Affect,Home & Kitchen,543.14,837
593,Character,Toys,32.49,164
594,News,Home & Kitchen,824.83,892
595,Simply,Sports,531.95,411
596,Management,Sports,974.92,396
597,Threat,Electronics,858.35,117
598,Which,Home & Kitchen,360.56,139
599,Imagine,Books,327.63,975
600,Success,Books,918.89,59
601,After,Toys,354.15,195
602,High,Clothing,960.79,691
603,Building,Books,578.09,312
604,Most,Electronics,812.33,974
605,Now,Electronics,804.89,347
606,Structure,Toys,759.62,564
607,Ball,Home & Kitchen,229.51,403
608,Receive,Toys,858.34,992
609,Many,Sports,140.65,759
610,Build,Clothing,140.09,270
611,Despite,Books,805.29,833
612,Account,Home & Kitchen,261.75,74
613,Authority,Toys,324.59,851
614,Degree,Home & Kitchen,899.8,607
615,Leader,Home & Kitchen,446.08,602
616,Watch,Electronics,837.29,627
617,Often,Clothing,101.25,863
618,Get,Sports,66.79,430
619,Focus,Books,463.02,718
620,Organization,Books,811.35,547
621,Control,Toys,836.81,551
622,Wind,Electronics,930.15,357
623,Team,Electronics,937.96,651
624,Movement,Electronics,195.18,578
625,Story,Home & Kitchen,406.63,141
626,Protect,Toys,699.75,954
627,Perform,Toys,927.2,544
628,Notice,Electronics,942.93,238
629,Hear,Electronics,277.3,863
630,Although,Sports,225.77,577
631,Serious,Home & Kitchen,705.44,887
632,Speech,Sports,885.4,839
633,Add,Clothing,242.69,932
634,Budget,Toys,979.32,525
635,Seek,Sports,810.28,633
636,Paper,Toys,750.06,194
637,Pass,Sports,219.47,915
638,Mean,Sports,144.63,384
639,Them,Electronics,161.62,110
640,For,Sports,251.72,372
641,Threat,Books,442.71,716
642,Control,Books,951.33,280
643,Approach,Electronics,342.62,874
644,Tax,Home & Kitchen,523.55,442
645,Effect,Books,277.21,242
646,Plant,Home & Kitchen,463.51,901
647,And,Toys,843.91,282
648,Indeed,Electronics,537.01,572
649,Those,Electronics,831.49,811
650,Collection,Sports,874.77,696
651,Beautiful,Books,345.07,817
652,Guess,Home & Kitchen,513.81,409
653,Answer,Clothing,277.46,854
654,Its,Home & Kitchen,348.6,851
655,Word,Clothing,891.39,293
656,Agree,Books,881.67,556
657,Board,Electronics,245.77,928
658,Top,Toys,999.96,680
659,Range,Books,14.5,784
660,Forward,Sports,382.59,954
661,Father,Clothing,792.46,221
662,Apply,Home & Kitchen,639.87,236
663,Eat,Books,210.02,983
664,Parent,Books,635.51,927
665,Drug,Sports,838.84,307
666,Card,Electronics,400.68,577
667,Lay,Toys,479.5,504
668,Available,Books,959.06,819
669,Somebody,Electronics,410.6,420
670,Medical,Clothing,547.43,222
671,Mouth,Toys,970.02,88
672,Recent,Home & Kitchen,362.48,806
673,Direction,Electronics,585.13,249
674,Half,Clothing,810.02,867
675,Attack,Sports,155.52,67
676,Network,Toys,246.95,788
677,Me,Toys,529.89,93
678,Manager,Toys,13.5,333
679,Wish,Clothing,157.71,913
680,Option,Electronics,562.23,511
681,Provide,Sports,811.74,623
682,Off,Electronics,243.39,658
683,Floor,Home & Kitchen,796.96,334
684,Suddenly,Home & Kitchen,809.42,889
685,Down,Electronics,376.96,741
686,Amount,Clothing,615.55,546
687,Law,Electronics,297.83,812
688,Half,Sports,967.68,73
689,Population,Home & Kitchen,34.1,60
690,Measure,Toys,680.63,666
691,Size,Clothing,993.17,489
692,Town,Clothing,175.67,942
693,Partner,Home & Kitchen,99.69,498
694,Soon,Sports,615.0,914
695,Somebody,Toys,993.13,165
696,Within,Toys,740.62,508
697,Factor,Home & Kitchen,586.18,885
698,Gun,Clothing,152.12,268
699,Story,Books,512.42,516
700,Fear,Home & Kitchen,140.01,439
701,President,Home & Kitchen,899.18,432
702,Go,Electronics,518.59,169
703,Whose,Clothing,153.96,264
704,Catch,Books,825.8,504
705,Ready,Books,969.02,869
706,Best,Books,682.64,354
707,Finish,Clothing,955.84,395
708,Reach,Electronics,186.51,112
709,Possible,Sports,266.61,387
710,Blue,Electronics,60.76,774
711,Else,Sports,629.78,654
712,Four,Books,356.11,126
713,Two,Clothing,819.61,2
714,Yard,Electronics,417.38,90
715,Charge,Electronics,676.17,800
716,Control,Toys,182.26,381
717,Whose,Books,33.94,382
718,Response,Electronics,998.12,892
719,Entire,Toys,332.58,373
720,Reduce,Sports,500.96,31
721,Whole,Home & Kitchen,805.57,215
722,Determine,Clothing,149.15,47
723,President,Electronics,251.58,880
724,Huge,Electronics,613.99,3
725,Do,Toys,260.19,407
726,Quite,Sports,27.75,401
727,Affect,Toys,181.98,439
728,I,Clothing,963.66,198
729,Despite,Books,577.12,423
730,Party,Electronics,107.29,7
731,Treat,Books,827.33,600
732,Level,Books,327.94,540
733,Measure,Toys,39.1,705
734,Short,Clothing,51.03,754
735,Natural,Books,463.36,496
736,Nice,Electronics,436.72,54
737,Magazine,Clothing,767.66,618
738,Congress,Clothing,876.26,471
739,Six,Electronics,45.75,25
740,Miss,Clothing,54.51,303
741,Hear,Books,204.46,982
742,Indeed,Clothing,694.44,741
743,Moment,Home & Kitchen,441.25,194
744,Too,Clothing,206.56,764
745,Involve,Home & Kitchen,267.78,748
746,Serve,Electronics,373.91,77
747,As,Clothing,867.2,591
748,Method,Books,534.39,278
749,Important,Books,731.36,18
750,Open,Clothing,623.45,667
751,Push,Sports,217.78,647
752,Throw,Books,898.3,291
753,Teach,Home & Kitchen,684.33,603
754,However,Books,129.55,104
755,Series,Toys,754.2,803
756,Yard,Sports,801.09,234
757,Mission,Electronics,373.85,981
758,Candidate,Books,501.27,880
759,High,Electronics,323.35,683
760,Image,Home & Kitchen,747.97,84
761,Student,Electronics,770.28,747
762,Option,Clothing,309.23,804
763,Herself,Books,524.72,604
764,Situation,Clothing,574.34,81
765,Ten,Sports,96.54,555
766,All,Home & Kitchen,346.56,944
767,Study,Sports,516.22,666
768,Trouble,Electronics,164.83,67
769,Tax,Sports,865.42,212
770,Strong,Electronics,695.02,819
771,Everything,Clothing,362.51,979
772,Ball,Home & Kitchen,623.06,2
773,During,Clothing,788.63,408
774,Early,Toys,96.24,42
775,Write,Toys,486.52,125
776,As,Home & Kitchen,190.7,998
777,Measure,Sports,242.19,663
778,What,Books,678.32,375
779,Clear,Books,175.63,232
780,Camera,Home & Kitchen,535.99,515
781,Officer,Home & Kitchen,516.5,827
782,Machine,Home & Kitchen,355.97,699
783,Cause,Sports,998.6,822
784,Action,Toys,957.02,224
785,This,Electronics,549.03,647
786,Series,Sports,621.32,922
787,Accept,Books,105.59,363
788,Painting,Electronics,647.11,733
789,Laugh,Clothing,618.37,117
790,Staff,Clothing,310.46,780
791,Stay,Books,463.91,660
792,Same,Toys,49.76,185
793,Toward,Toys,204.53,129
794,Course,Home & Kitchen,349.64,453
795,This,Sports,260.81,134
796,Mind,Sports,944.04,871
797,Memory,Electronics,887.24,929
798,Task,Home & Kitchen,461.98,826
799,Church,Books,131.58,381
800,Must,Sports,818.82,759
801,Stage,Toys,739.37,511
802,Land,Books,484.05,586
803,Artist,Sports,261.08,97
804,Apply,Home & Kitchen,34.1,937
805,Last,Clothing,709.0,610
806,Fact,Home & Kitchen,408.2,981
807,Institution,Toys,482.33,974
808,Performance,Electronics,79.56,212
809,Low,Clothing,496.71,975
810,Worker,Clothing,793.55,442
811,Product,Toys,207.18,169
812,Stuff,Home & Kitchen,324.13,446
813,Type,Electronics,786.32,75
814,Give,Clothing,86.08,648
815,Final,Electronics,382.19,314
816,Together,Toys,443.89,871
817,Event,Clothing,502.36,26
818,Blood,Sports,971.83,376
819,Management,Clothing,67.23,50
820,Little,Clothing,637.49,932
821,Never,Books,296.94,845
822,Image,Clothing,517.22,488
823,Hear,Home & Kitchen,445.96,84
824,Bag,Home & Kitchen,948.48,360
825,Culture,Sports,967.13,160
826,Similar,Clothing,389.94,620
827,Method,Home & Kitchen,325.08,674
828,Within,Clothing,746.21,338
829,Glass,Toys,720.35,506
830,Situation,Home & Kitchen,547.08,649
831,Want,Books,305.69,962
832,Institution,Books,327.92,429
833,Entire,Sports,446.55,48
834,Contain,Sports,889.4,1
835,Step,Electronics,438.0,935
836,Knowledge,Clothing,579.58,73
837,Consumer,Books,755.57,578
838,Car,Home & Kitchen,53.67,305
839,Discussion,Toys,258.25,278
840,Describe,Clothing,663.76,54
841,Our,Electronics,975.86,338
842,Billion,Sports,721.81,251
843,Perform,Books,508.31,796
844,Treatment,Clothing,551.59,593
845,Prove,Clothing,391.75,966
